"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","land_ownership","climate_shocks_experienced","crop_loss_last3yrs","livelihood_disrupted","years_in_programme","attended_climate_training","adaptation_practices_score_baseline","adaptation_practices_score_endline","resilience_index_baseline","resilience_index_endline","access_early_warning_baseline","access_early_warning_endline","women_decision_making_baseline","women_decision_making_endline","livelihood_sources_baseline","livelihood_sources_endline","wcrc_functionality","satisfaction_score","savings_monthly_bdt","food_security","climate_knowledge_score"
"COR-0400",2024-09-21,"Bandarban","Ruma","Youth Group",26,"Female","Chakma","Secondary (Class 6-10)",3,9701,"No","Drought","Yes","No",4,"Yes",3,6,45,60,"No","Yes","Sometimes","Sometimes",1,3,NA,4,0,"Food Secure",11
"COR-0401",2024-11-03,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",50,"Female","Chakma","Primary (Class 1-5)",5,13932,"Yes","Multiple","Yes","Yes",2,"Yes",4,5,55,61,"No","No","Never","Sometimes",3,2,3,4,0,"Mildly Food Insecure",11
"COR-0402",2024-10-07,"Bandarban","Thanchi","Community Stakeholder",41,"Male","Chakma","Secondary (Class 6-10)",2,14459,"Yes","Erratic Rainfall","No","No",2,"Yes",3,4,42,52,"No","Yes","Sometimes","Sometimes",1,1,NA,4,0,"Food Secure",6
"COR-0403",2024-11-22,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",46,"Female","Tripura","No formal education",3,16476,"Yes","Landslide","Yes","No",2,"Yes",3,4,46,52,"No","No","Sometimes","Sometimes",2,2,NA,5,1921,"Mildly Food Insecure",16
"COR-0404",2024-10-14,"Bandarban","Alikadam","Women's Climate Resilience Committee (WCRC)",40,"Female","Chakma","Primary (Class 1-5)",3,10113,"Yes","Multiple","No","Yes",3,"Yes",4,6,42,56,"Yes","Yes","Never","Often",3,2,3,4,1562,"Food Secure",17
"COR-0405",2024-10-12,"Rangamati","Naniarchar","Village Women Group (VWG)",45,"Female","Tanchangya","Primary (Class 1-5)",5,6359,"No","Erratic Rainfall","No","No",3,"Yes",3,6,36,41,"No","No","Sometimes","Always",3,1,NA,4,2445,"Food Secure",18
"COR-0406",2024-10-23,"Rangamati","Naniarchar","Youth Group",21,"Male","Murung","Primary (Class 1-5)",4,10001,"No","None","No","No",3,"Yes",1,3,34,41,"No","Yes","Sometimes","Often",2,3,NA,2,0,"Food Secure",14
"COR-0407",2024-11-17,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",39,"Female","Marma","Secondary (Class 6-10)",5,13923,"No","Multiple","No","Yes",3,"No",5,7,33,42,"No","Yes","Never","Rarely",4,2,3,5,868,"Mildly Food Insecure",14
"COR-0408",2024-10-13,"Khagrachari","Khagrachari Sadar","Village Women Group (VWG)",34,"Female","Chakma","HSC/Equivalent",6,10139,"Yes","Multiple","Yes","Yes",3,"Yes",3,6,36,53,"No","No","Never","Often",3,3,NA,5,1358,"Mildly Food Insecure",9
"COR-0409",2024-10-03,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",43,"Female","Murung","Secondary (Class 6-10)",5,13476,"No","Landslide","Yes","Yes",2,"Yes",1,2,51,59,"No","No","Often","Rarely",1,2,2,4,2462,"Food Secure",12
"COR-0410",2024-11-01,"Bandarban","Rowangchhari","Youth Group",23,"Male","Tanchangya","No formal education",6,15818,"No","None","Yes","No",4,"Yes",1,2,38,58,"No","Yes","Never","Always",1,3,NA,4,1095,"Severely Food Insecure",15
"COR-0411",2024-10-23,"Rangamati","Kaptai","Village Women Group (VWG)",21,"Female","Pangkhua","SSC/Equivalent",8,8018,"Yes","Flash Flood","Yes","No",4,"Yes",4,6,29,48,"Yes","No","Always","Sometimes",4,2,NA,4,2438,"Mildly Food Insecure",18
"COR-0412",2024-09-23,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",54,"Female","Murung","Graduate and above",5,9922,"Yes","Multiple","Yes","Yes",1,"Yes",2,3,46,49,"No","Yes","Often","Sometimes",3,4,3,3,2037,"Severely Food Insecure",12
"COR-0413",2024-11-22,"Rangamati","Rajasthali","Village Women Group (VWG)",51,"Female","Tanchangya","No formal education",5,13369,"No","Landslide","Yes","No",4,"Yes",2,5,37,47,"No","Yes","Never","Sometimes",1,3,NA,5,1487,"Food Secure",20
"COR-0414",2024-10-25,"Khagrachari","Khagrachari Sadar","Community Stakeholder",40,"Female","Bengali","Primary (Class 1-5)",5,18922,"Yes","Landslide","Yes","Yes",3,"No",3,5,30,47,"Yes","Yes","Never","Often",2,1,NA,4,0,"Severely Food Insecure",16
"COR-0415",2024-10-11,"Khagrachari","Dighinala","Village Women Group (VWG)",46,"Female","Khumi","No formal education",5,6494,"No","Flash Flood","Yes","Yes",1,"Yes",5,6,22,26,"No","Yes","Always","Often",1,1,NA,3,587,"Mildly Food Insecure",13
"COR-0416",2024-09-20,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",27,"Female","Khyang","SSC/Equivalent",4,15423,"No","Landslide","Yes","Yes",3,"Yes",2,5,45,52,"No","No","Rarely","Rarely",1,2,NA,1,2920,"Moderately Food Insecure",7
"COR-0417",2024-10-29,"Bandarban","Alikadam","Youth Group",27,"Male","Marma","Primary (Class 1-5)",2,6839,"Yes","Flash Flood","No","Yes",3,"Yes",3,5,64,63,"No","No","Sometimes","Sometimes",2,5,NA,4,2048,"Food Secure",11
"COR-0418",2024-10-09,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",26,"Female","Bawm","No formal education",4,6971,"No","Drought","Yes","Yes",2,"Yes",2,3,37,45,"No","Yes","Often","Often",3,5,1,4,1743,"Severely Food Insecure",14
"COR-0419",2024-11-10,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",35,"Female","Bengali","Primary (Class 1-5)",5,12255,"No","Multiple","Yes","Yes",4,"No",3,3,35,47,"Yes","No","Never","Rarely",1,2,NA,4,0,"Mildly Food Insecure",12
"COR-0420",2024-10-22,"Rangamati","Barkal","Youth Group",22,"Male","Marma","Primary (Class 1-5)",5,8050,"Yes","Erratic Rainfall","No","Yes",3,"Yes",0,2,39,54,"No","No","Rarely","Sometimes",3,5,NA,4,2194,"Food Secure",12
"COR-0421",2024-09-04,"Rangamati","Barkal","Youth Group",22,"Male","Marma","SSC/Equivalent",4,10763,"Yes","None","Yes","No",3,"Yes",3,5,54,70,"No","No","Often","Sometimes",2,4,NA,2,3181,"Mildly Food Insecure",12
"COR-0422",2024-11-12,"Bandarban","Alikadam","Village Women Group (VWG)",30,"Female","Marma","Primary (Class 1-5)",6,15942,"Yes","Multiple","Yes","Yes",2,"Yes",4,5,53,54,"No","No","Sometimes","Sometimes",4,1,NA,5,2728,"Food Secure",10
"COR-0423",2024-10-18,"Bandarban","Bandarban Sadar","Youth Group",20,"Male","Pangkhua","Secondary (Class 6-10)",2,6851,"Yes","Flash Flood","Yes","Yes",4,"Yes",5,8,37,64,"No","No","Rarely","Sometimes",1,2,NA,5,0,"Mildly Food Insecure",14
"COR-0424",2024-09-22,"Bandarban","Rowangchhari","Youth Group",20,"Male","Chakma","Primary (Class 1-5)",4,11711,"Yes","Landslide","Yes","No",4,"Yes",3,6,66,100,"Yes","Yes","Never","Often",3,1,NA,4,2459,"Moderately Food Insecure",10
"COR-0425",2024-10-20,"Rangamati","Kaptai","Village Women Group (VWG)",29,"Female","Tanchangya","Primary (Class 1-5)",4,16758,"Yes","Drought","Yes","Yes",3,"Yes",0,1,42,44,"No","Yes","Rarely","Often",1,3,NA,4,2995,"Food Secure",14
"COR-0426",2024-09-22,"Bandarban","Thanchi","Local Government Representative",40,"Female","Khumi","No formal education",4,12032,"No","Flash Flood","No","No",4,"No",2,4,46,66,"No","No","Never","Always",1,1,NA,4,1816,"Mildly Food Insecure",18
"COR-0427",2024-10-15,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",34,"Female","Khumi","Primary (Class 1-5)",5,6206,"Yes","Drought","Yes","Yes",3,"Yes",3,4,39,44,"No","Yes","Rarely","Often",1,3,3,4,2539,"Food Secure",16
"COR-0428",2024-10-24,"Rangamati","Naniarchar","Youth Group",21,"Male","Chakma","Secondary (Class 6-10)",7,18010,"No","Landslide","No","No",3,"Yes",4,4,32,49,"No","No","Rarely","Sometimes",1,4,NA,2,1563,"Food Secure",20
"COR-0429",2024-09-30,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",46,"Female","Chakma","SSC/Equivalent",7,16619,"No","Drought","No","Yes",1,"No",4,5,68,68,"No","Yes","Sometimes","Always",1,4,NA,1,1219,"Moderately Food Insecure",13
"COR-0430",2024-11-17,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",41,"Female","Tripura","Primary (Class 1-5)",7,17459,"No","Multiple","No","No",2,"Yes",3,4,49,53,"No","Yes","Often","Rarely",2,2,4,5,0,"Food Secure",17
"COR-0431",2024-09-15,"Khagrachari","Dighinala","Village Women Group (VWG)",34,"Female","Chakma","Secondary (Class 6-10)",5,15503,"Yes","None","Yes","Yes",1,"Yes",2,2,54,57,"No","No","Sometimes","Sometimes",4,4,NA,5,2043,"Mildly Food Insecure",12
"COR-0432",2024-09-11,"Rangamati","Naniarchar","Women's Climate Resilience Committee (WCRC)",42,"Female","Chakma","Graduate and above",3,15710,"Yes","Multiple","Yes","Yes",4,"No",4,6,26,42,"Yes","Yes","Never","Sometimes",5,4,2,4,0,"Food Secure",8
"COR-0433",2024-09-26,"Bandarban","Alikadam","Youth Group",23,"Male","Chakma","SSC/Equivalent",6,9206,"Yes","Landslide","Yes","Yes",2,"Yes",4,5,31,38,"No","Yes","Sometimes","Often",2,1,NA,4,2195,"Moderately Food Insecure",9
"COR-0434",2024-11-09,"Khagrachari","Mahalchhari","Village Women Group (VWG)",37,"Female","Tripura","Primary (Class 1-5)",2,8564,"Yes","None","Yes","No",4,"Yes",2,3,22,40,"No","Yes","Rarely","Never",2,3,NA,4,0,"Moderately Food Insecure",13
"COR-0435",2024-10-14,"Khagrachari","Mahalchhari","Village Women Group (VWG)",18,"Female","Khyang","Secondary (Class 6-10)",4,17519,"Yes","Flash Flood","No","No",3,"Yes",4,7,47,64,"Yes","Yes","Never","Often",1,3,NA,4,1666,"Severely Food Insecure",17
"COR-0436",2024-11-02,"Bandarban","Ruma","Women's Climate Resilience Committee (WCRC)",51,"Female","Tanchangya","Secondary (Class 6-10)",5,6592,"Yes","Multiple","Yes","No",2,"No",4,6,59,66,"No","Yes","Rarely","Sometimes",2,2,3,2,0,"Mildly Food Insecure",2
"COR-0437",2024-10-20,"Rangamati","Barkal","Village Women Group (VWG)",46,"Female","Khumi","No formal education",6,8762,"No","Flash Flood","No","Yes",4,"No",2,6,47,54,"No","Yes","Never","Rarely",2,6,NA,2,2494,"Severely Food Insecure",18
"COR-0438",2024-11-09,"Bandarban","Ruma","Village Women Group (VWG)",45,"Female","Tanchangya","Primary (Class 1-5)",4,8826,"No","Multiple","Yes","Yes",2,"No",5,7,10,17,"No","Yes","Sometimes","Sometimes",1,3,NA,4,0,"Food Secure",14
"COR-0439",2024-10-24,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",35,"Female","Marma","No formal education",6,17233,"Yes","Flash Flood","Yes","Yes",1,"Yes",2,3,26,31,"Yes","Yes","Rarely","Sometimes",1,1,3,4,0,"Moderately Food Insecure",20
"COR-0440",2024-09-15,"Khagrachari","Dighinala","Youth Group",24,"Female","Bawm","No formal education",6,12510,"No","Landslide","Yes","No",2,"Yes",4,6,16,19,"No","Yes","Always","Often",3,4,NA,5,2089,"Food Secure",8
"COR-0441",2024-10-09,"Rangamati","Baghaichhari","Women's Climate Resilience Committee (WCRC)",31,"Female","Chakma","Primary (Class 1-5)",5,11389,"Yes","Multiple","No","Yes",2,"Yes",2,3,33,42,"No","No","Often","Sometimes",3,4,4,5,1074,"Food Secure",14
"COR-0442",2024-10-13,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",18,"Female","Chakma","HSC/Equivalent",6,7753,"Yes","Multiple","Yes","Yes",4,"Yes",4,8,44,59,"No","Yes","Rarely","Never",5,5,4,5,1368,"Food Secure",17
"COR-0443",2024-10-07,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",33,"Female","Tanchangya","No formal education",4,17547,"No","Erratic Rainfall","Yes","Yes",2,"No",3,4,38,49,"No","Yes","Often","Rarely",3,4,NA,5,3408,"Food Secure",15
"COR-0444",2024-09-08,"Rangamati","Naniarchar","Village Women Group (VWG)",43,"Female","Tripura","Primary (Class 1-5)",5,11212,"Yes","Flash Flood","Yes","Yes",3,"Yes",3,5,21,30,"Yes","No","Never","Always",3,4,NA,3,0,"Food Secure",14
"COR-0445",2024-09-19,"Khagrachari","Khagrachari Sadar","Village Women Group (VWG)",39,"Female","Tripura","Secondary (Class 6-10)",4,15693,"No","Landslide","Yes","Yes",3,"Yes",2,6,21,28,"No","No","Rarely","Sometimes",1,4,NA,5,0,"Moderately Food Insecure",16
"COR-0446",2024-10-24,"Bandarban","Alikadam","Local Government Representative",47,"Female","Bawm","Primary (Class 1-5)",5,11476,"No","Landslide","Yes","Yes",2,"No",3,4,38,51,"No","Yes","Rarely","Always",2,3,NA,3,0,"Moderately Food Insecure",18
"COR-0447",2024-10-25,"Khagrachari","Dighinala","Women's Climate Resilience Committee (WCRC)",52,"Female","Khumi","Secondary (Class 6-10)",5,10700,"Yes","Multiple","Yes","No",3,"Yes",5,6,32,38,"No","Yes","Never","Sometimes",3,2,3,2,1204,"Severely Food Insecure",12
"COR-0448",2024-11-01,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",46,"Female","Chakma","Secondary (Class 6-10)",5,13497,"No","Multiple","Yes","No",2,"No",3,3,32,44,"No","Yes","Rarely","Always",3,3,5,4,1401,"Food Secure",13
"COR-0449",2024-09-11,"Khagrachari","Mahalchhari","Women's Climate Resilience Committee (WCRC)",32,"Female","Chakma","Primary (Class 1-5)",6,7086,"Yes","Multiple","Yes","No",2,"Yes",1,3,45,48,"No","Yes","Never","Often",2,2,5,4,1699,"Food Secure",14
"COR-0450",2024-09-25,"Rangamati","Naniarchar","Youth Group",20,"Female","Tripura","Primary (Class 1-5)",4,15011,"Yes","Landslide","No","Yes",4,"Yes",5,6,40,55,"No","No","Rarely","Sometimes",3,2,NA,4,0,"Mildly Food Insecure",12
"COR-0451",2024-09-13,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",37,"Female","Chakma","Secondary (Class 6-10)",6,13114,"Yes","Flash Flood","Yes","Yes",3,"No",2,4,40,59,"No","Yes","Sometimes","Often",5,2,3,2,1440,"Food Secure",14
"COR-0452",2024-09-15,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",33,"Female","Tripura","No formal education",5,15076,"Yes","Multiple","Yes","No",4,"Yes",2,2,28,45,"No","Yes","Often","Rarely",1,1,NA,5,0,"Moderately Food Insecure",14
"COR-0453",2024-11-08,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",40,"Female","Chakma","Secondary (Class 6-10)",3,11011,"Yes","Landslide","Yes","No",2,"Yes",2,2,53,55,"Yes","Yes","Rarely","Rarely",4,3,NA,4,0,"Moderately Food Insecure",11
"COR-0454",2024-09-06,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",47,"Female","Murung","Primary (Class 1-5)",5,8729,"Yes","Landslide","Yes","Yes",4,"Yes",5,8,35,61,"No","Yes","Never","Often",2,3,3,3,2673,"Moderately Food Insecure",13
"COR-0455",2024-11-12,"Khagrachari","Mahalchhari","Local Government Representative",32,"Male","Bawm","No formal education",3,11861,"Yes","Multiple","Yes","Yes",2,"Yes",0,1,42,46,"No","Yes","Rarely","Often",2,2,NA,1,1790,"Food Secure",14
"COR-0456",2024-10-21,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",40,"Female","Marma","Primary (Class 1-5)",6,18073,"No","Flash Flood","Yes","Yes",4,"Yes",3,7,74,86,"No","No","Rarely","Often",1,1,NA,4,924,"Food Secure",14
"COR-0457",2024-10-20,"Khagrachari","Dighinala","Local Government Representative",24,"Female","Bawm","No formal education",5,8630,"No","Flash Flood","Yes","Yes",3,"Yes",3,5,31,39,"Yes","Yes","Always","Sometimes",1,4,NA,4,1400,"Mildly Food Insecure",16
"COR-0458",2024-09-14,"Bandarban","Thanchi","Village Women Group (VWG)",39,"Female","Tripura","SSC/Equivalent",4,16126,"No","Multiple","Yes","Yes",2,"Yes",5,6,35,42,"Yes","Yes","Sometimes","Often",3,2,NA,4,1188,"Food Secure",13
"COR-0459",2024-09-19,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",29,"Female","Bengali","No formal education",4,11584,"No","Erratic Rainfall","Yes","Yes",1,"Yes",2,3,41,43,"No","No","Sometimes","Sometimes",2,4,3,1,3057,"Mildly Food Insecure",15
"COR-0460",2024-11-30,"Bandarban","Thanchi","Village Women Group (VWG)",42,"Female","Khyang","Primary (Class 1-5)",4,7862,"Yes","Landslide","Yes","Yes",3,"Yes",2,4,45,66,"No","Yes","Often","Rarely",1,4,NA,3,0,"Food Secure",10
"COR-0461",2024-11-03,"Bandarban","Ruma","Village Women Group (VWG)",45,"Female","Marma","No formal education",7,7744,"No","Multiple","Yes","No",4,"Yes",2,3,41,56,"Yes","Yes","Sometimes","Always",1,1,NA,4,1816,"Food Secure",10
"COR-0462",2024-11-20,"Rangamati","Barkal","Youth Group",22,"Female","Marma","Primary (Class 1-5)",6,8276,"Yes","Multiple","Yes","Yes",1,"Yes",6,7,32,38,"No","Yes","Never","Often",2,2,NA,4,2306,"Moderately Food Insecure",10
"COR-0463",2024-11-04,"Bandarban","Alikadam","Village Women Group (VWG)",35,"Female","Marma","SSC/Equivalent",3,10775,"Yes","Erratic Rainfall","No","Yes",1,"Yes",5,6,44,50,"No","Yes","Never","Rarely",2,4,NA,3,2625,"Severely Food Insecure",8
"COR-0464",2024-11-26,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",34,"Female","Pangkhua","Secondary (Class 6-10)",6,10665,"Yes","Landslide","No","No",2,"Yes",4,6,21,28,"No","No","Often","Rarely",3,2,4,2,1945,"Moderately Food Insecure",10
"COR-0465",2024-10-16,"Khagrachari","Lakshmichhari","Youth Group",23,"Male","Khumi","Secondary (Class 6-10)",3,10276,"Yes","Flash Flood","Yes","Yes",2,"No",5,6,38,48,"No","No","Sometimes","Often",3,3,NA,4,2386,"Severely Food Insecure",14
"COR-0466",2024-10-18,"Rangamati","Baghaichhari","Village Women Group (VWG)",41,"Female","Marma","SSC/Equivalent",5,6805,"No","Flash Flood","No","Yes",1,"Yes",2,3,51,55,"No","Yes","Sometimes","Always",1,2,NA,3,2432,"Mildly Food Insecure",18
"COR-0467",2024-09-30,"Rangamati","Baghaichhari","Village Women Group (VWG)",24,"Female","Tripura","Primary (Class 1-5)",4,11046,"Yes","Flash Flood","Yes","Yes",1,"Yes",5,5,50,51,"No","No","Sometimes","Sometimes",2,4,NA,5,1093,"Moderately Food Insecure",9
"COR-0468",2024-10-11,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",31,"Female","Marma","Primary (Class 1-5)",2,16357,"No","Erratic Rainfall","Yes","Yes",4,"Yes",5,8,37,44,"No","No","Often","Always",3,3,3,4,1219,"Food Secure",12
"COR-0469",2024-09-27,"Khagrachari","Mahalchhari","Village Women Group (VWG)",47,"Female","Chakma","No formal education",2,11175,"No","Flash Flood","Yes","Yes",2,"Yes",4,6,51,61,"No","Yes","Never","Always",2,4,NA,5,0,"Food Secure",17
"COR-0470",2024-11-12,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",39,"Female","Marma","Primary (Class 1-5)",7,17335,"Yes","Multiple","No","Yes",3,"No",0,2,28,38,"No","Yes","Never","Rarely",1,3,3,4,0,"Moderately Food Insecure",15
"COR-0471",2024-10-17,"Khagrachari","Khagrachari Sadar","Village Women Group (VWG)",40,"Female","Chakma","HSC/Equivalent",6,14676,"No","None","Yes","No",3,"Yes",4,7,53,71,"No","Yes","Often","Often",2,2,NA,4,0,"Mildly Food Insecure",11
"COR-0472",2024-09-19,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",33,"Female","Bengali","HSC/Equivalent",4,7833,"Yes","Multiple","Yes","No",2,"Yes",2,3,44,56,"No","Yes","Rarely","Often",3,2,2,4,2201,"Severely Food Insecure",16
"COR-0473",2024-09-11,"Khagrachari","Mahalchhari","Local Government Representative",28,"Female","Bengali","No formal education",4,9162,"Yes","Landslide","No","Yes",4,"Yes",5,7,38,50,"No","Yes","Rarely","Often",3,3,NA,4,2438,"Moderately Food Insecure",14
"COR-0474",2024-10-22,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",23,"Female","Marma","SSC/Equivalent",6,17754,"Yes","Drought","Yes","Yes",2,"Yes",3,5,44,54,"No","Yes","Always","Often",1,2,4,4,2511,"Mildly Food Insecure",8
"COR-0475",2024-10-21,"Rangamati","Barkal","Village Women Group (VWG)",39,"Female","Tripura","Primary (Class 1-5)",5,8618,"No","Flash Flood","Yes","No",3,"Yes",4,6,51,61,"Yes","Yes","Never","Often",2,4,NA,4,0,"Moderately Food Insecure",14
"COR-0476",2024-10-01,"Rangamati","Kaptai","Local Government Representative",41,"Female","Tripura","Secondary (Class 6-10)",5,13410,"No","Landslide","No","Yes",3,"Yes",4,5,28,39,"No","No","Often","Rarely",4,2,NA,5,0,"Food Secure",11
"COR-0477",2024-09-27,"Khagrachari","Khagrachari Sadar","Community Stakeholder",56,"Female","Bengali","HSC/Equivalent",5,9418,"Yes","Flash Flood","No","No",2,"Yes",3,6,61,68,"No","Yes","Sometimes","Often",4,5,NA,2,896,"Food Secure",13
"COR-0478",2024-09-26,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",49,"Female","Chakma","Primary (Class 1-5)",3,9454,"No","Landslide","Yes","No",3,"Yes",2,4,34,48,"No","Yes","Rarely","Often",1,4,3,4,1602,"Food Secure",10
"COR-0479",2024-09-13,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",28,"Female","Tripura","SSC/Equivalent",2,6582,"No","Erratic Rainfall","Yes","Yes",3,"Yes",5,6,38,39,"No","Yes","Often","Always",2,3,4,3,0,"Moderately Food Insecure",16
"COR-0480",2024-10-13,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",38,"Female","Khumi","Secondary (Class 6-10)",5,10608,"Yes","Landslide","Yes","No",3,"Yes",5,8,42,46,"No","No","Often","Often",2,3,NA,5,0,"Food Secure",12
"COR-0481",2024-11-26,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",45,"Female","Chakma","Secondary (Class 6-10)",7,13957,"Yes","Flash Flood","Yes","No",3,"Yes",4,6,42,48,"No","Yes","Never","Often",1,3,NA,4,1148,"Moderately Food Insecure",20
"COR-0482",2024-10-03,"Bandarban","Thanchi","Village Women Group (VWG)",41,"Female","Chakma","Secondary (Class 6-10)",3,10075,"No","None","Yes","Yes",4,"Yes",5,8,50,65,"No","Yes","Rarely","Rarely",3,3,NA,4,1675,"Food Secure",9
"COR-0483",2024-11-28,"Bandarban","Ruma","Community Stakeholder",41,"Female","Chakma","Graduate and above",6,17229,"No","Landslide","No","Yes",3,"Yes",5,9,42,51,"No","Yes","Sometimes","Often",4,3,NA,4,1808,"Mildly Food Insecure",14
"COR-0484",2024-09-27,"Rangamati","Naniarchar","Village Women Group (VWG)",34,"Female","Murung","Primary (Class 1-5)",5,8630,"No","Flash Flood","Yes","Yes",1,"Yes",2,2,52,55,"No","Yes","Rarely","Rarely",3,2,NA,1,1634,"Food Secure",13
"COR-0485",2024-09-15,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",41,"Female","Chakma","SSC/Equivalent",4,13614,"No","Landslide","Yes","Yes",2,"No",2,4,29,41,"No","Yes","Rarely","Always",4,6,4,4,0,"Food Secure",20
"COR-0486",2024-10-25,"Rangamati","Naniarchar","Local Government Representative",35,"Female","Chakma","SSC/Equivalent",4,14177,"Yes","Drought","No","No",3,"Yes",4,6,42,54,"No","Yes","Never","Always",1,3,NA,2,0,"Food Secure",17
"COR-0487",2024-10-15,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",29,"Female","Tripura","SSC/Equivalent",5,9082,"Yes","Flash Flood","Yes","No",4,"Yes",2,4,45,70,"No","Yes","Sometimes","Often",2,2,3,3,0,"Food Secure",8
"COR-0488",2024-09-29,"Khagrachari","Mahalchhari","Community Stakeholder",30,"Female","Tripura","Secondary (Class 6-10)",3,13968,"Yes","None","No","Yes",3,"Yes",2,4,44,52,"No","No","Rarely","Sometimes",1,1,NA,3,2787,"Food Secure",12
"COR-0489",2024-11-03,"Rangamati","Baghaichhari","Women's Climate Resilience Committee (WCRC)",44,"Female","Marma","Primary (Class 1-5)",8,12724,"Yes","Flash Flood","Yes","No",2,"Yes",1,3,36,43,"No","Yes","Rarely","Sometimes",4,2,4,4,1726,"Moderately Food Insecure",9
"COR-0490",2024-10-27,"Khagrachari","Dighinala","Women's Climate Resilience Committee (WCRC)",45,"Female","Marma","Primary (Class 1-5)",3,7928,"No","Drought","No","Yes",1,"Yes",3,3,30,35,"No","Yes","Never","Never",1,4,3,5,1883,"Mildly Food Insecure",13
"COR-0491",2024-11-15,"Bandarban","Thanchi","Community Stakeholder",48,"Female","Chakma","Secondary (Class 6-10)",5,11873,"Yes","Multiple","Yes","No",4,"No",4,8,66,90,"No","Yes","Rarely","Sometimes",5,1,NA,3,2258,"Mildly Food Insecure",10
"COR-0492",2024-09-24,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",27,"Female","Chakma","Secondary (Class 6-10)",5,9823,"No","Flash Flood","Yes","Yes",2,"Yes",3,5,49,55,"No","No","Sometimes","Often",2,2,4,4,3150,"Food Secure",18
"COR-0493",2024-10-12,"Rangamati","Baghaichhari","Youth Group",19,"Male","Chakma","No formal education",5,11238,"No","None","Yes","Yes",4,"Yes",3,4,16,33,"No","No","Never","Often",3,3,NA,2,2003,"Food Secure",13
"COR-0494",2024-09-11,"Bandarban","Alikadam","Village Women Group (VWG)",54,"Female","Khumi","SSC/Equivalent",5,9859,"Yes","Flash Flood","Yes","Yes",3,"Yes",4,6,42,59,"No","No","Never","Rarely",1,4,NA,4,2138,"Severely Food Insecure",12
"COR-0495",2024-10-17,"Khagrachari","Khagrachari Sadar","Village Women Group (VWG)",36,"Female","Chakma","Secondary (Class 6-10)",4,17213,"Yes","Drought","Yes","Yes",3,"Yes",3,5,11,14,"No","Yes","Often","Often",2,6,NA,5,0,"Food Secure",5
"COR-0496",2024-11-11,"Bandarban","Alikadam","Village Women Group (VWG)",44,"Female","Pangkhua","Secondary (Class 6-10)",6,12048,"No","Drought","Yes","No",1,"Yes",3,4,17,23,"No","Yes","Never","Never",1,4,NA,3,2503,"Food Secure",9
"COR-0497",2024-09-04,"Rangamati","Rajasthali","Village Women Group (VWG)",32,"Female","Tripura","Primary (Class 1-5)",3,7546,"No","Landslide","Yes","Yes",1,"No",3,4,11,11,"No","No","Rarely","Always",2,4,NA,5,1975,"Food Secure",17
"COR-0498",2024-10-19,"Bandarban","Alikadam","Women's Climate Resilience Committee (WCRC)",39,"Female","Chakma","Primary (Class 1-5)",5,9580,"Yes","None","No","No",1,"Yes",1,2,33,39,"No","Yes","Never","Sometimes",2,4,3,1,0,"Food Secure",9
"COR-0499",2024-11-04,"Khagrachari","Panchhari","Village Women Group (VWG)",47,"Female","Tripura","Primary (Class 1-5)",6,11018,"No","Flash Flood","Yes","No",1,"Yes",3,4,29,37,"No","Yes","Never","Sometimes",3,3,NA,4,2528,"Mildly Food Insecure",10
