"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","school_type","school_has_safe_water","school_has_separate_toilet","school_has_menstrual_hygiene_facility","school_gender_responsive_policy","years_in_programme","enrollment_rate_baseline_pct","enrollment_rate_endline_pct","girls_attendance_days_baseline","girls_attendance_days_endline","dropout_rate_girls_baseline_pct","dropout_rate_girls_endline_pct","learning_score_baseline","learning_score_endline","agency_score_baseline","agency_score_endline","child_marriage_prevalence_baseline_pct","child_marriage_prevalence_endline_pct","gbv_awareness_baseline","gbv_awareness_endline","mhm_knowledge_baseline","mhm_knowledge_endline","participates_in_school_activities","teacher_trained_gender_responsive","teacher_uses_inclusive_methods","parent_education_support","household_distance_to_school_km","economic_barrier_to_schooling","rhcw_households_served","rhcw_mhm_sessions_conducted","satisfaction_score"
"WGE-0084",2024-10-31,"Bandarban","Rowangchhari","Teacher",23,"Male","Murung","NGO-run School","Yes","Yes","No","Partially",1,69.7,72.7,14,16,8.8,1.9,44,48,2.1,2.7,26.4,18.2,2,3,"Good","Good","Yes","No","Yes","Strongly supports",2,"Yes - minor barrier",38,7,4
"WGE-0085",2024-11-24,"Rangamati","Baghaichhari","Police/Law Enforcement",38,"Male","Marma","Government Primary School","No","Yes","No","Partially",3,76.8,84,16,17,28.9,25.5,56,68,5.4,7.3,43.6,33.8,2,3,"Moderate","Good","Yes","Yes","No","Supports",4,"Yes - minor barrier",45,9,4
"WGE-0086",2024-09-28,"Bandarban","Bandarban Sadar","Teacher",46,"Female","Chakma","Community Learning Centre","No","Yes","Yes","Yes",2,77.4,84.7,16,19,13.3,6.6,42,49,0.8,1.3,46,38.1,3,5,"Poor","Good","Yes","Yes","Partially","Does not support",1.3,"Yes - major barrier",76,13,4
"WGE-0087",2024-09-14,"Khagrachari","Ramgarh","Teacher",40,"Female","Tanchangya","Government Primary School","No","No","No","Yes",3,77.2,93.4,12,12,26,25.4,60,72,9.6,10,45,36.4,2,1,"Poor","Good","Yes","No","Partially","Supports",5.2,"Yes - minor barrier",53,11,4
"WGE-0088",2024-11-29,"Bandarban","Lama","School Student (Boy)",12,"Male","Marma","Madrasa","No","No","No","No",3,77.6,83.9,22,22,22.3,14.6,52,72,5.1,6.3,35.9,30.2,3,4,"Poor","Good","No","Yes","Partially","Neutral",5.2,"Yes - major barrier",60,8,3
"WGE-0089",2024-09-04,"Rangamati","Longadu","School Student (Boy)",13,"Male","Chakma","Government Primary School","No","No","No","Yes",4,78.3,79.7,16,18,38.3,31.9,51,65,5.1,5.6,31.9,23.5,3,3,"Excellent","Excellent","No","Yes","Yes","Supports",2.8,"Yes - minor barrier",48,9,3
"WGE-0090",2024-10-17,"Rangamati","Naniarchar","School Student (Boy)",11,"Male","Khumi","Government Secondary School","No","No","No","Yes",1,71.8,79.6,15,17,9.1,1.9,23,27,4.8,5.6,48.2,38.6,2,4,"Good","Excellent","Yes","Yes","Yes","Supports",2.4,"No barrier",47,9,4
"WGE-0091",2024-10-30,"Bandarban","Ruma","Teacher",26,"Male","Tripura","NGO-run School","No","Yes","No","Yes",1,72.5,83.7,15,19,21.8,14.9,61,65,3.6,4.2,38.8,32,5,4,"Good","Good","No","Yes","Yes","Supports",4.8,"Yes - major barrier",70,13,4
"WGE-0092",2024-10-09,"Bandarban","Rowangchhari","Household (Parent/Guardian)",22,"Female","Marma","Government Primary School","Yes","Yes","No","Partially",4,72.9,84.7,13,15,11.8,7.3,34,39,4,4.9,72.4,60.5,2,4,"Poor","Good","Yes","Yes","No","Supports",4.9,"Yes - minor barrier",64,10,5
"WGE-0093",2024-11-25,"Bandarban","Rowangchhari","School Student (Girl)",12,"Female","Marma","NGO-run School","Yes","Yes","Yes","Partially",3,82.3,88.1,12,14,25.4,21.4,34,43,4.3,5,57.6,55.2,2,4,"Poor","Moderate","Yes","Yes","Partially","Supports",4.8,"Yes - minor barrier",54,14,4
"WGE-0094",2024-10-25,"Rangamati","Baghaichhari","Community Stakeholder",42,"Male","Marma","Government Secondary School","No","No","No","Yes",3,77.6,83.8,12,18,25.4,19.4,63,66,2,3.5,32.7,22.6,3,5,"Poor","Good","No","Yes","Partially","Supports",2.8,"Yes - minor barrier",74,8,4
"WGE-0095",2024-11-17,"Rangamati","Rajasthali","School Student (Boy)",13,"Male","Chakma","Government Secondary School","Yes","No","Yes","Yes",2,49.4,66.5,14,16,18.7,14.8,20,23,4.7,5.3,10,3.1,5,3,"Poor","Moderate","No","Yes","Yes","Neutral",0.9,"Yes - major barrier",39,10,2
"WGE-0096",2024-11-03,"Rangamati","Baghaichhari","Household (Parent/Guardian)",39,"Female","Tripura","Government Primary School","No","No","No","Yes",3,59.8,60.5,16,16,27.5,19.7,46,52,5.9,7,45,37.6,2,5,"Good","Good","Yes","No","No","Does not support",1.6,"Yes - minor barrier",15,8,5
"WGE-0097",2024-09-16,"Bandarban","Lama","Teacher",49,"Male","Chakma","Community Learning Centre","Yes","Yes","No","Yes",2,73.2,76.5,15,19,16.7,11.1,39,43,3,4.6,48.1,36.4,1,3,"Moderate","Excellent","Yes","No","Yes","Neutral",0.2,"No barrier",43,9,3
"WGE-0098",2024-09-16,"Khagrachari","Khagrachari Sadar","School Student (Girl)",14,"Female","Marma","Community Learning Centre","No","No","Yes","Yes",3,83.5,90.1,16,17,25.2,18.1,62,71,5.1,8,66.4,66.2,2,3,"Good","Moderate","Yes","No","Yes","Supports",5.3,"No barrier",10,10,4
"WGE-0099",2024-12-04,"Khagrachari","Dighinala","School Student (Girl)",16,"Female","Tripura","Government Secondary School","No","Yes","Yes","No",2,56.6,66.4,20,20,13.6,10.8,56,64,3.5,3.9,26.2,18.9,3,5,"Poor","Poor","Yes","Yes","Partially","Neutral",1.8,"Yes - major barrier",51,15,4
"WGE-0100",2024-11-26,"Khagrachari","Dighinala","Reproductive Health Community Worker (RHCW)",31,"Female","Chakma","Government Secondary School","Yes","No","No","Yes",1,87.5,94,10,15,12.7,4.3,48,51,1.6,1.7,59.2,54.3,4,4,"Excellent","Moderate","Yes","Yes","Partially","Does not support",4.3,"Yes - major barrier",62,5,2
"WGE-0101",2024-12-02,"Rangamati","Baghaichhari","Household (Parent/Guardian)",26,"Female","Marma","Government Primary School","No","No","No","Partially",3,54.2,59.9,14,16,26.3,17.8,44,51,4.2,5.3,45.9,33,3,3,"Poor","Excellent","Yes","Yes","No","Strongly supports",3.1,"Yes - minor barrier",49,5,5
"WGE-0102",2024-11-25,"Bandarban","Naikhongchhari","Household (Parent/Guardian)",50,"Female","Chakma","NGO-run School","Yes","Yes","No","Partially",2,67.2,75.4,15,17,23.4,16.6,47,51,5.3,6.2,26.6,16.4,3,5,"Excellent","Moderate","Yes","Yes","Yes","Neutral",6.4,"Yes - major barrier",15,9,4
"WGE-0103",2024-10-23,"Khagrachari","Khagrachari Sadar","Teacher",27,"Female","Bengali","Community Learning Centre","Yes","Yes","Yes","Partially",3,83.9,96.5,10,12,21.3,16.9,48,58,2.8,4.8,38.2,28.5,3,4,"Poor","Excellent","Yes","Yes","Yes","Supports",1.4,"Yes - minor barrier",25,8,5
"WGE-0104",2024-10-09,"Rangamati","Baghaichhari","Teacher",30,"Male","Tripura","Government Secondary School","Yes","No","No","Yes",3,95.1,100,15,17,25,18.7,39,46,3.5,5,27.4,17.8,4,3,"Moderate","Moderate","No","Yes","Partially","Strongly supports",5.2,"Yes - major barrier",47,5,4
"WGE-0105",2024-10-14,"Rangamati","Baghaichhari","School Student (Girl)",10,"Female","Tripura","NGO-run School","Yes","No","No","Partially",4,54.6,58.1,17,19,27.1,16,50,62,3.1,7.2,41.3,36.2,1,3,"Excellent","Excellent","No","Yes","Yes","Strongly supports",4.9,"Yes - major barrier",48,7,4
"WGE-0106",2024-12-01,"Rangamati","Baghaichhari","School Student (Boy)",15,"Male","Bawm","Government Primary School","Yes","No","No","Yes",4,77.4,82.2,15,15,24.4,11.2,74,86,3.4,5.4,47.1,41.2,3,5,"Moderate","Poor","No","Yes","No","Supports",2.2,"Yes - major barrier",41,8,5
"WGE-0107",2024-09-03,"Khagrachari","Mahalchhari","Mother Club Member",28,"Female","Marma","NGO-run School","Yes","Yes","No","Yes",3,65.4,71.6,20,22,17.5,14.8,61,81,4.8,6.4,72.2,64.9,4,5,"Excellent","Poor","Yes","No","Partially","Strongly supports",2.4,"No barrier",51,12,3
"WGE-0108",2024-10-13,"Khagrachari","Panchhari","Teacher",30,"Male","Chakma","NGO-run School","No","No","No","No",3,56.9,66.3,15,16,30.4,24.8,73,84,5.3,7.6,47.8,40.2,1,4,"Excellent","Moderate","Yes","Yes","No","Supports",3,"Yes - major barrier",73,8,2
"WGE-0109",2024-11-29,"Rangamati","Rajasthali","Household (Parent/Guardian)",40,"Male","Chak","Government Secondary School","Yes","Yes","No","Yes",2,63.6,70.6,21,22,24.9,19.8,72,75,2.1,3.6,41.2,31.8,4,4,"Excellent","Excellent","Yes","Yes","No","Neutral",4,"No barrier",75,8,4
"WGE-0110",2024-11-23,"Khagrachari","Khagrachari Sadar","School Student (Boy)",12,"Male","Khumi","Government Secondary School","Yes","Yes","No","Partially",2,68,86.2,13,15,28.4,22.6,51,59,1.6,2.6,66.6,57.8,3,5,"Excellent","Moderate","Yes","Yes","Yes","Does not support",6.5,"Yes - minor barrier",41,8,3
"WGE-0111",2024-10-03,"Khagrachari","Panchhari","School Student (Girl)",15,"Female","Tripura","Government Primary School","Yes","No","No","Yes",3,61.7,69.5,20,22,13.8,5.7,34,49,2.4,4.4,16.9,6.4,4,4,"Poor","Moderate","Yes","No","Yes","Does not support",0.9,"Yes - minor barrier",75,10,5
"WGE-0112",2024-11-08,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",53,"Male","Khumi","Government Primary School","No","Yes","Yes","No",1,65.7,75.4,15,16,20.2,17.2,15,18,3.7,4.6,43,31.1,1,3,"Poor","Poor","Yes","Yes","Partially","Supports",5.3,"Yes - major barrier",64,9,5
"WGE-0113",2024-10-16,"Rangamati","Naniarchar","School Student (Girl)",13,"Female","Bengali","Madrasa","Yes","Yes","No","Yes",2,66.7,77.8,11,13,22.3,15.4,40,46,5.5,7.7,62.2,49.6,2,3,"Good","Good","Yes","Yes","Yes","Does not support",3.6,"Yes - minor barrier",20,10,5
"WGE-0114",2024-10-12,"Rangamati","Baghaichhari","Reproductive Health Community Worker (RHCW)",31,"Female","Tanchangya","Government Secondary School","Yes","No","Yes","Yes",3,66.6,74.9,16,18,20.2,14.3,45,61,3.7,4.8,47.5,45.8,1,5,"Moderate","Poor","No","Yes","Partially","Supports",4.8,"Yes - major barrier",47,12,5
"WGE-0115",2024-09-15,"Rangamati","Baghaichhari","Community Stakeholder",13,"Female","Marma","NGO-run School","Yes","Yes","Yes","Partially",2,76.5,84.6,19,20,27.8,17.6,26,32,5.4,6.4,32.1,19,2,3,"Moderate","Excellent","No","Yes","No","Supports",0.2,"No barrier",60,7,5
"WGE-0116",2024-11-28,"Rangamati","Rajasthali","Teacher",41,"Male","Tanchangya","Government Primary School","Yes","Yes","Yes","Yes",1,79.5,90.6,16,17,25.7,19.1,49,53,0.7,1.5,18.2,7.8,4,2,"Good","Good","No","Yes","No","Supports",3.8,"Yes - major barrier",55,4,4
"WGE-0117",2024-09-28,"Khagrachari","Dighinala","Household (Parent/Guardian)",35,"Male","Bengali","NGO-run School","Yes","Yes","Yes","Yes",3,71.1,76.8,20,21,29.5,23.3,27,34,4.5,7.2,55,52.2,2,3,"Poor","Good","No","Yes","Yes","Supports",2.1,"Yes - minor barrier",22,3,5
"WGE-0118",2024-09-05,"Rangamati","Longadu","School Student (Boy)",14,"Male","Marma","Government Secondary School","Yes","No","No","Yes",4,79.3,85.7,20,22,24.8,18.8,33,42,2,4.4,54.9,41.7,1,3,"Excellent","Good","No","Yes","Yes","Supports",1.8,"No barrier",44,9,3
"WGE-0119",2024-11-02,"Rangamati","Baghaichhari","School Student (Boy)",11,"Male","Tripura","Government Primary School","Yes","No","No","No",2,58.1,60,17,20,26.9,16.4,63,69,0.9,1.8,44.3,44.4,1,5,"Poor","Good","Yes","Yes","Yes","Supports",2.5,"Yes - minor barrier",22,6,5
"WGE-0120",2024-11-25,"Bandarban","Naikhongchhari","Household (Parent/Guardian)",36,"Male","Marma","Government Secondary School","Yes","Yes","No","Yes",4,70.4,76.3,15,17,30.1,22.5,38,47,5.2,9.4,33.9,22.8,5,5,"Poor","Good","No","Yes","No","Strongly supports",5.4,"Yes - major barrier",54,5,3
"WGE-0121",2024-11-04,"Khagrachari","Khagrachari Sadar","School Student (Girl)",13,"Female","Chakma","Madrasa","Yes","No","No","No",4,50.8,60,17,22,21.1,15.3,48,68,3.5,6.1,40.7,31.4,5,2,"Moderate","Good","No","Yes","Yes","Neutral",3.2,"No barrier",54,6,5
"WGE-0122",2024-11-19,"Rangamati","Baghaichhari","Reproductive Health Community Worker (RHCW)",31,"Female","Chakma","Government Primary School","Yes","No","Yes","No",3,72.8,80,16,19,19.8,14.2,65,79,2.6,5.3,50.9,45.5,4,4,"Excellent","Excellent","Yes","Yes","Partially","Supports",2.8,"Yes - major barrier",73,10,1
"WGE-0123",2024-11-09,"Khagrachari","Khagrachari Sadar","School Student (Girl)",12,"Female","Tripura","Government Secondary School","Yes","Yes","No","Partially",3,91.9,96.7,17,19,21.4,19.2,40,48,4.3,6,57.8,58,2,4,"Moderate","Good","Yes","Yes","Yes","Supports",5.1,"Yes - minor barrier",24,11,3
"WGE-0124",2024-11-08,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",39,"Female","Chakma","Government Primary School","No","Yes","Yes","Partially",3,49,58.7,14,18,19,15.8,52,62,3.8,4.9,45,43.6,2,3,"Moderate","Good","Yes","Yes","Yes","Supports",5,"Yes - minor barrier",71,9,4
"WGE-0125",2024-09-29,"Khagrachari","Panchhari","Teacher",46,"Female","Tripura","Government Primary School","Yes","No","Yes","Yes",1,62.9,74.7,17,21,12,7.2,52,55,4.6,5.6,31.7,25.9,5,3,"Poor","Good","Yes","Yes","Yes","Neutral",1.6,"No barrier",58,7,4
"WGE-0126",2024-11-27,"Rangamati","Kaptai","Household (Parent/Guardian)",28,"Female","Tanchangya","Government Secondary School","No","No","No","Yes",4,76.6,80.4,18,20,31.3,20.5,61,73,3.7,4.7,51.3,46,2,4,"Good","Excellent","Yes","Yes","Yes","Supports",2.1,"Yes - minor barrier",47,10,4
"WGE-0127",2024-09-19,"Khagrachari","Dighinala","Household (Parent/Guardian)",28,"Male","Marma","Government Secondary School","Yes","Yes","No","Partially",4,60.7,75.7,16,17,3.3,0,15,37,5.3,8.5,28,24.9,3,3,"Excellent","Excellent","Yes","Yes","Yes","Strongly supports",2.7,"No barrier",31,7,4
"WGE-0128",2024-11-01,"Khagrachari","Ramgarh","School Student (Girl)",11,"Female","Tanchangya","Madrasa","No","Yes","No","No",2,54.1,66.3,17,18,31.8,29.2,41,52,4.1,4.2,51.2,46.8,3,5,"Good","Good","Yes","Yes","Yes","Neutral",2.5,"Yes - major barrier",44,12,2
"WGE-0129",2024-11-01,"Rangamati","Longadu","School Student (Boy)",13,"Male","Bengali","Government Primary School","No","Yes","No","Yes",4,89.2,100,19,20,17.6,7,71,84,2.9,4.3,50.8,44,4,4,"Poor","Moderate","No","Yes","Partially","Supports",4.4,"Yes - major barrier",30,4,4
"WGE-0130",2024-09-06,"Khagrachari","Ramgarh","School Management Committee (SMC)",51,"Male","Tripura","Government Primary School","Yes","No","Yes","Partially",3,63.5,67.1,15,18,24.2,23.6,55,64,5.9,6.3,55,47.7,2,2,"Moderate","Good","Yes","No","Partially","Neutral",1,"Yes - major barrier",54,7,4
"WGE-0131",2024-12-04,"Khagrachari","Khagrachari Sadar","School Student (Girl)",14,"Female","Chakma","NGO-run School","Yes","Yes","No","No",4,76.7,83.1,18,19,10.8,5.2,50,60,0.7,3.5,31.4,19.5,5,5,"Moderate","Excellent","No","Yes","Yes","Strongly supports",1.4,"Yes - minor barrier",56,7,4
"WGE-0132",2024-12-03,"Khagrachari","Khagrachari Sadar","Teacher",31,"Male","Pangkhua","Government Primary School","Yes","Yes","No","Partially",3,62.4,71.8,15,20,26.1,20.6,28,36,5.3,7,58.1,54.6,3,1,"Poor","Good","No","Yes","Yes","Supports",0.2,"No barrier",39,9,2
"WGE-0133",2024-09-26,"Rangamati","Baghaichhari","Mother Club Member",37,"Female","Tripura","Government Primary School","Yes","No","No","Yes",3,91.7,90,14,16,24.4,18.6,53,59,3.8,5.5,53.2,45.4,1,5,"Poor","Poor","No","Yes","Partially","Neutral",1.7,"Yes - major barrier",57,11,4
"WGE-0134",2024-10-15,"Rangamati","Rajasthali","Household (Parent/Guardian)",30,"Male","Marma","Government Primary School","No","No","No","Yes",3,55.3,70.7,19,21,20.7,17.1,67,79,2.5,4.1,29.4,25.4,5,4,"Good","Poor","No","No","No","Strongly supports",0.2,"No barrier",63,9,5
"WGE-0135",2024-11-02,"Bandarban","Naikhongchhari","Teacher",37,"Female","Marma","Government Secondary School","No","No","Yes","Partially",1,88.1,97.7,13,15,14.8,8.8,40,42,4.9,5.4,53.2,43.5,4,4,"Good","Good","No","No","Partially","Does not support",4.6,"No barrier",74,4,3
"WGE-0136",2024-11-23,"Rangamati","Rajasthali","Household (Parent/Guardian)",43,"Female","Marma","Government Primary School","Yes","No","Yes","Partially",3,72.9,78.4,19,20,32.2,30.6,55,69,3.9,6.3,35.8,30.2,4,5,"Excellent","Excellent","Yes","Yes","No","Strongly supports",4.7,"Yes - minor barrier",67,4,5
"WGE-0137",2024-09-18,"Rangamati","Longadu","Teacher",35,"Female","Chakma","Community Learning Centre","Yes","Yes","Yes","Partially",4,67.9,78.7,14,15,7.6,1.8,48,65,4.5,8.2,51.3,46.5,1,5,"Good","Good","Yes","Yes","Partially","Does not support",8.5,"No barrier",55,2,4
"WGE-0138",2024-09-09,"Khagrachari","Ramgarh","School Student (Boy)",17,"Male","Tanchangya","Government Primary School","Yes","No","Yes","Partially",2,58.3,72.5,12,14,35.8,30.6,39,46,3.1,3.8,26.5,18.8,1,5,"Moderate","Poor","No","Yes","No","Supports",2.9,"No barrier",58,15,4
"WGE-0139",2024-11-26,"Khagrachari","Dighinala","Teacher",24,"Male","Marma","NGO-run School","No","Yes","Yes","No",2,56.2,59.1,17,18,21.1,14.4,42,49,0.3,1.6,13.1,0,3,3,"Poor","Excellent","Yes","Yes","Yes","Strongly supports",7,"No barrier",54,15,3
"WGE-0140",2024-11-03,"Rangamati","Naniarchar","Household (Parent/Guardian)",46,"Female","Chakma","Government Primary School","No","Yes","Yes","Partially",2,58.1,68.3,18,19,11.5,1,54,57,3,3.6,48.6,38.2,2,5,"Poor","Excellent","No","Yes","Partially","Strongly supports",4.8,"Yes - minor barrier",58,5,2
"WGE-0141",2024-09-26,"Khagrachari","Dighinala","School Management Committee (SMC)",38,"Female","Khumi","Madrasa","No","Yes","Yes","Yes",2,64.4,72.3,14,15,12.6,2.6,35,39,3.5,5.1,57,50,3,5,"Moderate","Excellent","Yes","No","Partially","Supports",4,"Yes - minor barrier",56,6,4
"WGE-0142",2024-11-27,"Rangamati","Longadu","Teacher",41,"Male","Chakma","Government Primary School","No","Yes","No","Yes",2,59.8,69.7,22,22,9.3,1,36,38,4.2,4.2,50.3,40.9,3,4,"Poor","Excellent","Yes","No","Yes","Supports",5.5,"No barrier",31,8,4
"WGE-0143",2024-11-20,"Khagrachari","Mahalchhari","Reproductive Health Community Worker (RHCW)",27,"Female","Tanchangya","Government Primary School","Yes","No","Yes","Yes",3,68.7,81.1,15,16,14.8,11.4,17,26,3.7,5.3,44.5,30.1,4,5,"Poor","Excellent","No","Yes","Yes","Supports",1.2,"Yes - minor barrier",72,10,2
"WGE-0144",2024-11-05,"Khagrachari","Mahalchhari","School Student (Girl)",10,"Female","Marma","Madrasa","Yes","Yes","No","No",1,87.3,98.3,8,11,11.9,9.4,60,65,6.2,6.2,37.2,28.9,3,4,"Poor","Excellent","Yes","No","No","Supports",1.9,"No barrier",37,15,4
"WGE-0145",2024-11-13,"Bandarban","Lama","Household (Parent/Guardian)",36,"Female","Tripura","Government Secondary School","Yes","Yes","No","No",4,89.4,97,16,19,20.3,12.2,57,63,2.5,5.5,46.3,32.5,5,4,"Poor","Excellent","No","No","Yes","Strongly supports",2.1,"No barrier",53,8,5
"WGE-0146",2024-10-25,"Rangamati","Longadu","Mother Club Member",33,"Female","Chakma","Government Secondary School","Yes","Yes","No","Yes",3,72.8,89,19,21,27.7,21.9,39,44,2,4.3,43.6,31.3,5,4,"Moderate","Excellent","Yes","Yes","Yes","Neutral",2.7,"Yes - major barrier",43,4,3
"WGE-0147",2024-09-19,"Rangamati","Baghaichhari","Teacher",35,"Female","Bengali","Government Primary School","Yes","Yes","No","No",1,66.9,78.7,16,21,18.5,10.1,56,56,1.6,2.4,55.8,45.2,2,3,"Good","Good","Yes","No","Yes","Neutral",2.9,"Yes - minor barrier",66,14,3
"WGE-0148",2024-10-03,"Khagrachari","Ramgarh","School Student (Boy)",15,"Male","Chakma","Madrasa","No","Yes","No","Partially",4,78.4,98.2,16,18,17.7,12.7,40,45,4.2,7,60.1,47.2,4,4,"Poor","Poor","Yes","Yes","Partially","Strongly supports",0.2,"Yes - minor barrier",60,4,3
"WGE-0149",2024-09-28,"Khagrachari","Ramgarh","School Student (Boy)",11,"Male","Chakma","Government Secondary School","Yes","Yes","No","Yes",3,81.4,96.8,21,22,23.8,19.7,37,52,1.9,3.4,70.3,68.2,1,4,"Good","Excellent","Yes","No","Partially","Strongly supports",2.7,"Yes - major barrier",36,2,3
"WGE-0150",2024-11-04,"Rangamati","Longadu","School Management Committee (SMC)",56,"Female","Chakma","Government Primary School","No","Yes","No","No",3,84.1,87.9,13,18,15.8,6.6,52,61,3.3,5.4,54.4,41.7,5,2,"Good","Good","Yes","Yes","No","Strongly supports",0.2,"Yes - major barrier",40,5,3
"WGE-0151",2024-10-31,"Rangamati","Naniarchar","Community Stakeholder",33,"Male","Chakma","Government Primary School","No","Yes","No","No",3,60.2,70.6,15,20,12,7.9,64,76,6.3,8.5,43.6,36.5,3,5,"Poor","Good","Yes","No","No","Strongly supports",5,"No barrier",27,9,5
"WGE-0152",2024-09-12,"Rangamati","Longadu","Teacher",34,"Female","Tripura","Government Secondary School","No","Yes","Yes","Yes",4,58.5,67.8,15,17,18,10.1,56,59,5.6,9.3,52.8,35.4,2,4,"Good","Good","No","Yes","Yes","Supports",4.6,"No barrier",44,10,4
"WGE-0153",2024-10-02,"Bandarban","Lama","School Student (Girl)",13,"Female","Chakma","Community Learning Centre","Yes","No","Yes","No",1,71.3,84,17,21,23,18.8,46,48,2.7,3,58.6,48.9,3,4,"Excellent","Moderate","Yes","No","No","Strongly supports",4.2,"Yes - minor barrier",31,10,1
"WGE-0154",2024-11-21,"Khagrachari","Dighinala","School Student (Boy)",13,"Male","Marma","Community Learning Centre","Yes","No","No","Yes",2,59,71.3,8,11,17.9,13.1,47,56,0,1.2,27.7,22.9,1,5,"Poor","Excellent","Yes","No","Partially","Supports",4.8,"Yes - minor barrier",66,7,4
"WGE-0155",2024-10-30,"Bandarban","Naikhongchhari","School Student (Boy)",15,"Male","Marma","Government Primary School","Yes","Yes","Yes","No",4,61.4,72.7,17,18,6.6,4.7,58,70,5.8,6.8,62.7,49.7,5,4,"Poor","Good","Yes","Yes","Yes","Strongly supports",1.8,"No barrier",54,9,3
"WGE-0156",2024-09-30,"Bandarban","Lama","School Student (Girl)",12,"Female","Tripura","Government Primary School","No","Yes","No","Partially",3,40,50.8,16,20,12.9,10.4,47,62,3.4,5.3,52.3,42.3,2,5,"Moderate","Excellent","No","No","No","Neutral",2.1,"Yes - minor barrier",42,5,5
"WGE-0157",2024-10-09,"Khagrachari","Mahalchhari","School Student (Girl)",13,"Female","Chakma","Madrasa","Yes","Yes","No","No",2,85.4,98.3,16,19,12.8,6.2,60,70,2.9,4.2,40.7,26.7,2,5,"Moderate","Excellent","No","No","Partially","Strongly supports",3.9,"No barrier",51,9,5
"WGE-0158",2024-10-30,"Khagrachari","Mahalchhari","School Student (Girl)",13,"Female","Marma","Government Secondary School","Yes","No","No","No",3,65.7,71,17,21,8.2,4.1,47,50,4.1,5.7,57.7,53.4,3,4,"Poor","Good","Yes","Yes","Partially","Supports",1.9,"Yes - minor barrier",59,8,4
"WGE-0159",2024-10-01,"Bandarban","Naikhongchhari","School Student (Girl)",13,"Female","Bengali","NGO-run School","No","No","No","Partially",3,66.6,74.4,21,22,25.4,13.1,62,71,6.5,8,56.8,47.7,1,4,"Good","Excellent","No","Yes","Yes","Strongly supports",2.9,"Yes - major barrier",43,11,4
