"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","years_in_programme","forest_land_managed_acres","tree_species_planted","seedlings_distributed","seedling_survival_rate_pct","biodiversity_index_baseline","biodiversity_index_endline","forest_cover_change","watershed_comanagement","ntfp_income_bdt","eco_enterprise_involved","sustainable_ag_practices","conservation_knowledge_baseline","conservation_knowledge_endline","attitude_conservation_baseline","attitude_conservation_endline","community_rules_exist","resource_conflict_12mo","satisfaction_forest_mgmt","satisfaction_score","training_received","climate_impact_on_biodiversity"
"BER-0406",2024-09-05,"Rangamati","Baghaichhari","Community Leader/Headman",40,"Male","Chakma","Primary (Class 1-5)",7,8219,2,9.1,7,198,74.4,52,62,"Moderately increased","Not participating",3114,"No",3,11,14,4,5,"Under development","No",3,3,"No","No impact observed"
"BER-0407",2024-10-30,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",46,"Female","Bengali","Primary (Class 1-5)",4,14476,1,5.1,8,169,70.2,25,28,"No change","Active",2666,"Yes",3,14,17,4,4,"Yes","Yes",5,4,"Yes","Severe"
"BER-0408",2024-10-31,"Bandarban","Thanchi","Community Leader/Headman",26,"Female","Murung","Secondary (Class 6-10)",4,12603,3,5.6,5,337,67.8,20,31,"Significantly increased","Occasional",893,"No",2,8,11,3,3,"Yes","No",3,3,"Yes","Mild"
"BER-0409",2024-10-13,"Bandarban","Ruma","Youth Eco-Entrepreneur",39,"Female","Tanchangya","SSC/Equivalent",4,5778,1,4.9,6,136,64.7,53,56,"No change","Not participating",1663,"Yes",4,13,16,3,3,"Yes","No",2,5,"Yes","No impact observed"
"BER-0410",2024-09-26,"Rangamati","Baghaichhari","Community Forest Management Group",28,"Female","Bengali","Secondary (Class 6-10)",7,20817,4,12,4,397,87.1,24,44,"Slightly decreased","Not participating",2319,"Yes",3,11,16,3,4,"Under development","No",3,3,"No","Severe"
"BER-0411",2024-10-28,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",26,"Male","Marma","Secondary (Class 6-10)",5,15071,2,7.3,6,432,82.6,40,46,"Moderately increased","Active",2999,"No",5,7,10,5,4,"Under development","Yes",2,2,"No","Severe"
"BER-0412",2024-09-16,"Rangamati","Barkal","Community Forest Management Group",58,"Male","Chakma","Primary (Class 1-5)",5,11085,4,8,5,278,70.9,51,60,"No change","Active",4072,"No",3,13,18,3,5,"Yes","Yes",4,5,"Yes","Severe"
"BER-0413",2024-10-16,"Rangamati","Baghaichhari","Community Forest Management Group",38,"Female","Tripura","No formal education",7,18526,3,9.9,6,370,60,50,63,"Moderately increased","Active",2559,"No",4,6,10,3,3,"Yes","Yes",3,4,"Yes","Severe"
"BER-0414",2024-10-13,"Rangamati","Belaichhari","Community Leader/Headman",43,"Male","Marma","Secondary (Class 6-10)",8,17093,1,10.1,8,241,83.9,39,40,"Significantly decreased","Active",2795,"Yes",1,9,17,5,3,"Yes","No",3,4,"No","Moderate"
"BER-0415",2024-11-28,"Khagrachari","Dighinala","Community Forest Management Group",36,"Female","Chakma","HSC/Equivalent",2,7168,4,8.2,6,363,62.4,42,50,"No change","Active",3083,"Yes",3,4,6,4,2,"Yes","No",5,3,"Yes","Severe"
"BER-0416",2024-11-16,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",56,"Male","Tanchangya","Primary (Class 1-5)",5,14564,2,8.2,5,592,58.5,30,33,"No change","Not participating",4222,"No",4,17,20,5,5,"No","Yes",4,4,"Yes","Mild"
"BER-0417",2024-10-03,"Rangamati","Naniarchar","Community Forest Management Group",53,"Male","Bengali","HSC/Equivalent",6,19664,2,10,6,519,43.3,37,43,"Significantly decreased","Not participating",1585,"No",6,8,13,3,5,"No","Yes",2,5,"Yes","Mild"
"BER-0418",2024-09-17,"Bandarban","Bandarban Sadar","Community Leader/Headman",26,"Female","Tripura","HSC/Equivalent",6,6411,3,9.2,4,312,60.3,21,25,"No change","Not participating",1571,"No",2,13,16,2,4,"No","Yes",3,4,"Yes","Mild"
"BER-0419",2024-10-27,"Khagrachari","Panchhari","Biodiversity Conservation Group (BCG)",35,"Female","Tanchangya","No formal education",5,15656,4,7.8,7,221,70.3,46,59,"Significantly increased","Active",3956,"No",1,12,17,5,4,"Yes","No",2,4,"Yes","Moderate"
"BER-0420",2024-10-07,"Khagrachari","Panchhari","Biodiversity Conservation Group (BCG)",50,"Male","Bengali","HSC/Equivalent",6,10076,3,9.5,7,284,76.1,73,80,"Moderately increased","Occasional",1959,"Yes",1,12,17,1,5,"Yes","No",5,4,"Yes","Mild"
"BER-0421",2024-10-08,"Khagrachari","Khagrachari Sadar","Biodiversity Conservation Group (BCG)",53,"Male","Bawm","HSC/Equivalent",7,18629,4,11.3,11,333,70.7,48,60,"No change","Occasional",2751,"No",2,11,15,2,3,"Under development","No",4,5,"Yes","No impact observed"
"BER-0422",2024-09-23,"Bandarban","Ruma","Biodiversity Conservation Group (BCG)",27,"Female","Tripura","Graduate and above",6,5257,3,6.7,5,511,80.5,32,37,"Slightly decreased","Active",3193,"No",1,12,15,5,4,"Yes","Yes",4,3,"Yes","Moderate"
"BER-0423",2024-10-21,"Bandarban","Rowangchhari","Forest Department Staff",51,"Male","Tanchangya","Secondary (Class 6-10)",4,5565,2,5.7,8,182,92.8,68,76,"Significantly increased","Not participating",2233,"Yes",4,5,11,4,5,"Yes","No",4,4,"No","Severe"
"BER-0424",2024-11-21,"Khagrachari","Panchhari","Youth Eco-Entrepreneur",20,"Male","Bengali","Primary (Class 1-5)",3,3500,4,11.8,10,207,86.9,41,50,"Significantly increased","Not participating",2769,"No",6,18,20,1,3,"Yes","No",4,4,"No","Moderate"
"BER-0425",2024-10-04,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",49,"Male","Khumi","Primary (Class 1-5)",3,10535,3,9.2,9,250,77,62,73,"Moderately increased","Active",2296,"Yes",3,8,12,3,5,"Yes","No",2,3,"Yes","Severe"
"BER-0426",2024-11-13,"Rangamati","Barkal","Forest Department Staff",28,"Male","Murung","Graduate and above",3,11293,4,8.6,4,50,76.3,28,43,"Moderately increased","Not participating",3640,"No",5,9,12,4,4,"No","Yes",4,3,"Yes","Mild"
"BER-0427",2024-10-30,"Rangamati","Belaichhari","Local NGO Representative",36,"Female","Tanchangya","No formal education",6,14141,4,9.4,7,303,85.1,43,49,"No change","Active",4164,"No",1,7,10,3,5,"Yes","Yes",4,4,"Yes","No impact observed"
"BER-0428",2024-09-10,"Khagrachari","Dighinala","Community Forest Management Group",31,"Female","Chakma","Secondary (Class 6-10)",3,14668,3,5.8,7,432,85.9,53,70,"Slightly decreased","Active",3053,"Yes",3,5,9,5,4,"Yes","No",4,4,"Yes","Mild"
"BER-0429",2024-10-17,"Bandarban","Rowangchhari","Community Leader/Headman",30,"Male","Tripura","Secondary (Class 6-10)",5,14682,3,16.8,8,253,76.6,36,46,"Moderately increased","Active",2068,"Yes",2,11,12,2,2,"Yes","No",1,5,"Yes","Severe"
"BER-0430",2024-10-14,"Bandarban","Thanchi","Community Forest Management Group",36,"Male","Tripura","Primary (Class 1-5)",6,23836,2,8.3,3,244,33.8,59,66,"Moderately increased","Active",4055,"No",2,9,12,2,4,"Yes","No",2,3,"Yes","Severe"
"BER-0431",2024-09-17,"Khagrachari","Panchhari","Forest Department Staff",42,"Female","Tanchangya","Graduate and above",6,16276,2,9.6,1,411,78.2,10,18,"Moderately increased","Not participating",3905,"Yes",3,7,10,2,5,"Yes","No",3,2,"Yes","No impact observed"
"BER-0432",2024-10-06,"Rangamati","Kaptai","Community Leader/Headman",45,"Male","Marma","HSC/Equivalent",6,14167,4,14,7,409,55.1,52,64,"Moderately increased","Occasional",5037,"No",3,14,18,5,4,"Under development","No",3,4,"No","Moderate"
"BER-0433",2024-10-11,"Khagrachari","Khagrachari Sadar","Community Forest Management Group",51,"Male","Bengali","Primary (Class 1-5)",5,15616,3,14,2,191,69,59,67,"No change","Active",3567,"No",3,14,17,3,4,"Yes","No",5,5,"Yes","Mild"
"BER-0434",2024-10-31,"Rangamati","Baghaichhari","Community Leader/Headman",26,"Female","Bengali","SSC/Equivalent",6,10894,3,13.6,5,336,54.2,56,81,"Slightly decreased","Active",821,"No",3,8,12,2,5,"Yes","No",3,5,"Yes","Mild"
"BER-0435",2024-09-06,"Bandarban","Bandarban Sadar","Community Forest Management Group",33,"Male","Chakma","Primary (Class 1-5)",5,9502,2,6.2,4,363,70,59,69,"Moderately increased","Not participating",1929,"No",3,8,11,5,3,"Yes","Yes",5,5,"No","No impact observed"
"BER-0436",2024-10-13,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",44,"Female","Marma","Primary (Class 1-5)",5,14494,4,3.2,3,239,98,38,42,"Moderately increased","Occasional",3142,"No",4,6,11,5,4,"Under development","No",3,5,"Yes","Moderate"
"BER-0437",2024-10-04,"Bandarban","Thanchi","Biodiversity Conservation Group (BCG)",38,"Male","Marma","Graduate and above",8,13646,3,6.6,7,174,75.6,70,81,"Moderately increased","Active",2753,"No",2,14,17,3,5,"Under development","No",4,4,"No","Moderate"
"BER-0438",2024-11-04,"Rangamati","Naniarchar","Community Forest Management Group",23,"Male","Bengali","Secondary (Class 6-10)",6,12614,2,9.9,12,359,60.9,36,47,"Moderately increased","Active",3751,"No",6,13,20,4,1,"Yes","No",3,5,"No","No impact observed"
"BER-0439",2024-11-13,"Khagrachari","Ramgarh","Community Forest Management Group",29,"Male","Bawm","Primary (Class 1-5)",3,5996,3,8.3,5,339,76.3,53,60,"Moderately increased","Not participating",1058,"Yes",2,11,15,3,4,"No","No",4,4,"Yes","Moderate"
"BER-0440",2024-11-11,"Khagrachari","Guimara","Biodiversity Conservation Group (BCG)",46,"Male","Chakma","Secondary (Class 6-10)",3,18216,2,11.1,7,461,65.9,41,45,"Moderately increased","Not participating",2437,"No",3,10,14,3,4,"Yes","No",4,4,"Yes","Moderate"
"BER-0441",2024-10-24,"Bandarban","Naikhongchhari","Forest Department Staff",42,"Female","Tanchangya","SSC/Equivalent",6,16536,1,1.2,8,422,61.9,58,61,"Moderately increased","Not participating",2234,"No",4,10,14,4,3,"Under development","No",1,5,"No","Mild"
"BER-0442",2024-10-06,"Rangamati","Baghaichhari","Community Forest Management Group",34,"Male","Chak","Primary (Class 1-5)",4,12196,3,5.1,7,200,98,38,44,"Significantly decreased","Active",2720,"Yes",0,10,15,4,4,"Under development","No",3,5,"No","Severe"
"BER-0443",2024-10-19,"Rangamati","Kaptai","Biodiversity Conservation Group (BCG)",47,"Male","Marma","Graduate and above",3,9426,3,8,4,399,76.1,49,58,"Moderately increased","Not participating",2074,"No",1,11,12,1,3,"Yes","No",4,2,"No","Moderate"
"BER-0444",2024-10-16,"Rangamati","Belaichhari","Forest Department Staff",26,"Male","Chakma","No formal education",4,18432,3,3.9,5,247,74.4,47,58,"Slightly decreased","Active",2052,"No",1,10,14,4,4,"Yes","No",4,5,"Yes","Severe"
"BER-0445",2024-10-06,"Bandarban","Bandarban Sadar","Community Forest Management Group",52,"Male","Tripura","HSC/Equivalent",6,10197,1,8.3,7,67,98,13,14,"Significantly increased","Active",3382,"No",2,13,17,4,3,"No","No",4,4,"Yes","Severe"
"BER-0446",2024-10-03,"Bandarban","Bandarban Sadar","Community Forest Management Group",65,"Male","Chakma","Primary (Class 1-5)",5,6708,2,10.3,6,543,73.8,49,53,"Significantly increased","Active",2061,"Yes",3,5,7,2,4,"Under development","Yes",3,4,"Yes","Mild"
"BER-0447",2024-11-05,"Bandarban","Naikhongchhari","Community Forest Management Group",24,"Male","Marma","Secondary (Class 6-10)",2,14305,3,5.6,4,78,90.4,61,69,"Moderately increased","Occasional",1934,"No",4,4,9,2,2,"Yes","No",5,3,"No","Severe"
"BER-0448",2024-09-29,"Bandarban","Thanchi","Biodiversity Conservation Group (BCG)",31,"Female","Tanchangya","SSC/Equivalent",5,17742,2,7.1,8,227,75.7,32,41,"Significantly increased","Not participating",3142,"No",1,15,19,3,4,"No","No",3,3,"No","Mild"
"BER-0449",2024-09-06,"Rangamati","Rajasthali","Youth Eco-Entrepreneur",43,"Male","Chakma","Secondary (Class 6-10)",5,14322,1,13.3,3,95,88,39,43,"No change","Active",3564,"No",4,17,19,3,4,"Under development","No",2,4,"Yes","No impact observed"
"BER-0450",2024-09-06,"Rangamati","Kaptai","Community Leader/Headman",31,"Male","Marma","Secondary (Class 6-10)",6,12494,3,7.1,6,159,74.1,33,44,"Moderately increased","Active",4794,"No",1,8,11,4,3,"No","No",3,3,"Yes","Moderate"
"BER-0451",2024-09-12,"Bandarban","Ruma","Forest Department Staff",57,"Female","Bengali","Secondary (Class 6-10)",6,8495,4,8.3,8,240,89.5,61,75,"Slightly decreased","Occasional",1718,"No",3,12,17,4,3,"Yes","No",4,4,"Yes","Moderate"
"BER-0452",2024-10-14,"Khagrachari","Guimara","Community Forest Management Group",53,"Female","Tripura","No formal education",5,15104,2,9.8,9,218,75.7,27,34,"Moderately increased","Occasional",3627,"Yes",4,12,13,4,2,"Yes","Yes",5,4,"Yes","Moderate"
"BER-0453",2024-11-08,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",24,"Male","Marma","Primary (Class 1-5)",6,12141,3,3.5,7,157,72.1,19,29,"Moderately increased","Occasional",3129,"No",3,9,14,4,4,"Under development","Yes",4,4,"No","Mild"
"BER-0454",2024-09-28,"Khagrachari","Ramgarh","Youth Eco-Entrepreneur",33,"Female","Chakma","Primary (Class 1-5)",5,12659,4,0.5,8,312,64.2,66,83,"Moderately increased","Active",3400,"Yes",4,11,17,4,4,"Yes","Yes",5,4,"No","Moderate"
"BER-0455",2024-11-03,"Bandarban","Rowangchhari","Forest Department Staff",42,"Male","Bawm","Primary (Class 1-5)",6,14861,1,8.6,3,635,80.9,25,29,"Moderately increased","Active",2105,"No",3,11,17,5,5,"Yes","No",4,4,"Yes","Severe"
"BER-0456",2024-11-12,"Bandarban","Ruma","Youth Eco-Entrepreneur",42,"Female","Chakma","SSC/Equivalent",7,10152,3,13.7,1,452,83,52,61,"Slightly decreased","Active",4811,"No",1,15,20,1,5,"No","No",4,5,"Yes","Severe"
"BER-0457",2024-11-23,"Bandarban","Thanchi","Community Leader/Headman",66,"Male","Tripura","SSC/Equivalent",5,13701,1,13.4,9,347,73.4,59,62,"Significantly decreased","Active",3712,"No",1,9,13,4,4,"Under development","No",3,5,"Yes","Mild"
"BER-0458",2024-11-20,"Rangamati","Kaptai","Youth Eco-Entrepreneur",27,"Female","Chakma","SSC/Equivalent",4,9699,3,10,4,287,58,36,47,"No change","Active",3506,"Yes",3,16,19,3,3,"Yes","No",4,3,"Yes","Severe"
"BER-0459",2024-11-22,"Rangamati","Kaptai","Community Forest Management Group",51,"Male","Marma","Secondary (Class 6-10)",4,18281,4,7.9,2,169,61,48,63,"Moderately increased","Not participating",3850,"No",5,14,19,4,4,"No","No",4,5,"Yes","Moderate"
"BER-0460",2024-09-06,"Khagrachari","Guimara","Community Forest Management Group",26,"Male","Tripura","HSC/Equivalent",6,13765,2,5.3,8,671,70.6,33,40,"No change","Not participating",2496,"No",4,8,12,3,5,"Under development","Yes",4,4,"No","Moderate"
"BER-0461",2024-10-18,"Khagrachari","Dighinala","Youth Eco-Entrepreneur",47,"Female","Marma","SSC/Equivalent",6,18017,3,12.6,1,249,62,64,70,"Moderately increased","Not participating",3880,"No",0,12,17,3,5,"Yes","No",2,5,"No","Mild"
"BER-0462",2024-09-16,"Bandarban","Bandarban Sadar","Community Forest Management Group",38,"Female","Chakma","Primary (Class 1-5)",4,10340,4,10.8,8,574,77,21,26,"Moderately increased","Occasional",424,"Yes",6,13,17,3,5,"No","No",4,3,"Yes","Mild"
"BER-0463",2024-09-26,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",44,"Female","Chakma","Secondary (Class 6-10)",4,19558,2,6.5,5,503,88.1,40,50,"No change","Active",955,"Yes",5,9,11,5,5,"No","Yes",5,2,"Yes","Moderate"
"BER-0464",2024-11-09,"Rangamati","Kaptai","Community Forest Management Group",23,"Male","Tripura","Secondary (Class 6-10)",5,8041,2,0.9,10,280,84.8,53,58,"Significantly increased","Occasional",3004,"No",1,5,9,3,3,"Yes","Yes",4,5,"Yes","Mild"
"BER-0465",2024-11-11,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",55,"Female","Khumi","Primary (Class 1-5)",6,8509,2,6,4,134,89.2,30,36,"Moderately increased","Active",3208,"Yes",2,12,18,4,4,"No","Yes",5,4,"Yes","No impact observed"
"BER-0466",2024-10-06,"Bandarban","Bandarban Sadar","Community Leader/Headman",28,"Female","Marma","Primary (Class 1-5)",5,9449,3,10.5,6,199,72.6,38,46,"Significantly decreased","Active",1988,"No",2,9,11,4,4,"Yes","Yes",2,4,"Yes","Mild"
"BER-0467",2024-11-16,"Rangamati","Rajasthali","Community Forest Management Group",33,"Male","Tripura","Primary (Class 1-5)",5,13096,3,2.4,7,562,73.7,57,65,"Significantly increased","Occasional",2996,"No",1,9,14,4,5,"Yes","No",3,5,"Yes","Moderate"
"BER-0468",2024-09-17,"Rangamati","Belaichhari","Youth Eco-Entrepreneur",39,"Female","Murung","HSC/Equivalent",7,16270,2,9.4,1,435,83.8,52,58,"Moderately increased","Not participating",3735,"No",2,15,20,3,3,"No","Yes",3,4,"Yes","Severe"
"BER-0469",2024-11-15,"Rangamati","Barkal","Community Leader/Headman",41,"Male","Marma","Secondary (Class 6-10)",7,16879,2,4.4,8,212,80.2,55,58,"Moderately increased","Active",2807,"No",2,7,14,3,3,"Under development","No",4,4,"Yes","Moderate"
"BER-0470",2024-11-09,"Bandarban","Rowangchhari","Youth Eco-Entrepreneur",39,"Male","Chakma","Primary (Class 1-5)",6,16975,4,12,10,214,81.9,31,49,"Significantly increased","Occasional",2022,"No",2,11,17,1,4,"Yes","Yes",3,4,"Yes","Moderate"
"BER-0471",2024-10-08,"Rangamati","Baghaichhari","Community Forest Management Group",29,"Female","Tripura","No formal education",7,11285,3,13.8,8,292,56.9,44,54,"No change","Not participating",4399,"Yes",5,6,10,2,4,"Yes","No",5,4,"Yes","Severe"
"BER-0472",2024-10-18,"Bandarban","Ruma","Biodiversity Conservation Group (BCG)",42,"Male","Tripura","Primary (Class 1-5)",4,10485,4,6.2,8,136,78.4,39,57,"Moderately increased","Active",1203,"No",4,11,16,3,4,"Yes","Yes",5,4,"Yes","Mild"
"BER-0473",2024-10-29,"Rangamati","Rajasthali","Local NGO Representative",37,"Female","Marma","No formal education",6,20024,2,6.2,4,242,75.9,45,50,"Significantly decreased","Not participating",3609,"No",4,12,20,2,3,"No","No",2,3,"Yes","Moderate"
"BER-0474",2024-10-17,"Rangamati","Barkal","Community Forest Management Group",41,"Female","Tanchangya","SSC/Equivalent",4,14025,2,9.1,1,214,79.2,42,48,"Significantly increased","Not participating",3881,"No",2,3,6,5,3,"Under development","No",5,5,"Yes","Moderate"
"BER-0475",2024-11-03,"Khagrachari","Dighinala","Community Forest Management Group",33,"Male","Bengali","Primary (Class 1-5)",6,11441,1,12.3,8,314,95.4,58,59,"Moderately increased","Occasional",2190,"No",2,10,17,5,3,"No","Yes",3,5,"No","Moderate"
"BER-0476",2024-10-15,"Rangamati","Rajasthali","Youth Eco-Entrepreneur",50,"Male","Chakma","No formal education",5,9603,2,10.3,6,341,77.7,35,36,"No change","Active",2340,"Yes",2,11,14,4,5,"Yes","No",2,5,"Yes","Mild"
"BER-0477",2024-10-16,"Bandarban","Naikhongchhari","Biodiversity Conservation Group (BCG)",46,"Male","Tripura","HSC/Equivalent",6,16726,2,12.8,9,239,78.1,34,37,"Significantly increased","Active",2553,"No",1,9,13,4,4,"Yes","No",4,3,"No","Moderate"
"BER-0478",2024-10-10,"Rangamati","Rajasthali","Community Leader/Headman",43,"Female","Marma","Primary (Class 1-5)",9,10311,1,16.1,7,174,62.1,30,33,"Moderately increased","Active",1564,"No",2,14,17,4,4,"No","No",3,3,"Yes","Severe"
"BER-0479",2024-09-27,"Bandarban","Ruma","Community Leader/Headman",38,"Female","Chakma","HSC/Equivalent",5,7251,3,9,6,536,75.2,50,64,"Moderately increased","Active",4723,"No",4,6,9,4,4,"Yes","No",4,5,"Yes","Severe"
"BER-0480",2024-10-03,"Bandarban","Rowangchhari","Biodiversity Conservation Group (BCG)",54,"Male","Marma","Graduate and above",4,10907,1,15.3,13,181,66,40,45,"Slightly decreased","Active",409,"No",3,9,13,5,4,"Yes","No",3,4,"Yes","Moderate"
"BER-0481",2024-11-09,"Bandarban","Naikhongchhari","Community Forest Management Group",37,"Male","Murung","Primary (Class 1-5)",6,9778,4,7.5,1,550,98,77,84,"Significantly increased","Active",2331,"Yes",2,7,10,5,4,"Yes","No",4,2,"Yes","Moderate"
"BER-0482",2024-10-18,"Bandarban","Rowangchhari","Biodiversity Conservation Group (BCG)",36,"Female","Marma","Primary (Class 1-5)",6,8187,3,0.6,9,620,74.6,20,29,"Significantly increased","Not participating",3571,"No",0,4,9,5,4,"Yes","No",4,4,"Yes","Moderate"
"BER-0483",2024-10-08,"Rangamati","Barkal","Biodiversity Conservation Group (BCG)",51,"Male","Chakma","SSC/Equivalent",9,7010,3,9.9,11,254,87.8,35,40,"Moderately increased","Active",3422,"No",2,5,7,5,5,"Under development","No",5,2,"No","Mild"
"BER-0484",2024-10-30,"Rangamati","Rajasthali","Community Forest Management Group",26,"Female","Khumi","Secondary (Class 6-10)",6,16447,2,12.1,8,106,85.4,43,46,"Moderately increased","Occasional",4443,"No",2,7,10,2,4,"Yes","No",2,4,"No","Mild"
"BER-0485",2024-10-20,"Khagrachari","Khagrachari Sadar","Forest Department Staff",37,"Female","Tripura","SSC/Equivalent",5,9721,1,13.4,9,152,85.3,29,32,"No change","Occasional",2047,"No",1,11,14,2,1,"Under development","No",4,5,"No","Moderate"
"BER-0486",2024-09-14,"Khagrachari","Khagrachari Sadar","Youth Eco-Entrepreneur",25,"Male","Bengali","SSC/Equivalent",5,8909,2,6.1,7,492,75.3,50,53,"Significantly increased","Active",486,"No",0,11,11,4,4,"Yes","Yes",3,5,"No","Moderate"
"BER-0487",2024-10-15,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",44,"Male","Tripura","No formal education",7,3976,1,3.6,8,622,55.4,44,47,"Slightly decreased","Occasional",1332,"No",1,8,13,4,4,"No","No",3,4,"No","Severe"
"BER-0488",2024-11-14,"Khagrachari","Panchhari","Community Forest Management Group",49,"Female","Lushai","Secondary (Class 6-10)",5,19947,1,4.7,9,476,67.8,58,60,"Significantly decreased","Active",2655,"Yes",0,10,14,2,5,"Yes","Yes",4,4,"Yes","Severe"
"BER-0489",2024-10-03,"Rangamati","Barkal","Local NGO Representative",53,"Female","Chakma","No formal education",4,10377,3,11.3,4,400,78.7,31,45,"Moderately increased","Not participating",4737,"No",3,13,16,4,2,"Under development","No",5,4,"Yes","Moderate"
"BER-0490",2024-10-21,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",44,"Female","Tripura","Secondary (Class 6-10)",6,9035,3,5,9,206,81.6,62,69,"Significantly decreased","Active",2349,"No",6,7,9,3,3,"Yes","No",4,4,"No","Mild"
"BER-0491",2024-10-20,"Rangamati","Barkal","Youth Eco-Entrepreneur",29,"Male","Tripura","HSC/Equivalent",3,19542,2,17.6,7,373,83.3,33,40,"Moderately increased","Occasional",1933,"Yes",4,13,17,4,5,"No","No",4,4,"No","Moderate"
"BER-0492",2024-11-16,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",32,"Female","Tripura","Primary (Class 1-5)",3,15266,4,5.7,6,281,72.5,41,64,"Moderately increased","Occasional",3367,"No",3,13,18,5,3,"Yes","Yes",2,4,"Yes","Moderate"
"BER-0493",2024-10-17,"Khagrachari","Khagrachari Sadar","Community Forest Management Group",40,"Male","Marma","SSC/Equivalent",5,12786,3,14.6,7,618,68.4,48,58,"No change","Active",2251,"No",1,7,13,4,4,"Yes","No",3,4,"Yes","Severe"
"BER-0494",2024-11-24,"Rangamati","Baghaichhari","Community Leader/Headman",48,"Female","Chakma","SSC/Equivalent",3,20424,3,9.5,6,368,86.1,31,41,"Moderately increased","Occasional",1532,"Yes",3,14,18,5,4,"Under development","No",5,3,"No","Severe"
"BER-0495",2024-09-06,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",58,"Male","Murung","No formal education",7,14556,2,12.4,4,661,88.2,56,57,"Moderately increased","Active",6024,"Yes",4,12,17,4,4,"No","No",4,4,"Yes","Severe"
